Complexity,Loss,Equation
1,0.0005676009,"0.035715465"
3,0.00038600244,"x0 * 2.2945533e-6"
4,0.0003541259,"sqrt(x0) * 0.0003215764"
6,0.00035040255,"(sqrt(x0) * 0.0003668575) + -0.005766511"
8,0.0003503238,"(sqrt(x0 + 160.47925) * 0.00037238636) + -0.0067319255"
10,0.0003501721,"(x0 + (-0.006899806 - x0)) - (sqrt(x0) * -0.00037998636)"
12,0.00035012618,"(sqrt(x0 + 160.47925) * 0.0003799958) + ((x0 + -0.006939896) - x0)"
