Complexity,Loss,Equation
1,6.383852e-5,"0.0102826655"
3,3.9668475e-6,"x0 * 7.3925853e-6"
5,1.4379051e-6,"-0.0031348467 - (x0 * -8.944642e-6)"
6,9.762051e-8,"(sqrt(x0) * 1.5688738e-7) * x0"
8,7.958751e-8,"-0.00022193925 - (sqrt(x0) * (x0 * -1.5901715e-7))"
9,7.2870066e-8,"x0 * ((sqrt(sqrt(x0)) * 2.1458677e-6) - 7.303153e-6)"
