Batch	mads_t009.rre						
Evolution 600	161008						
Sample	Sample001	Sample	Sample002	Sample	sample003	Sample	Sample004
Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A
Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None
Date Collected	4/14/2010	Date Collected	4/14/2010	Date Collected	4/14/2010	Date Collected	4/14/2010
Time Collected	2:08:59PM	Time Collected	2:09:05PM	Time Collected	2:09:12PM	Time Collected	6:03:55PM
							
Substrate Conc.	1.8498 mmol/l	Substrate Conc.	3.6966 mmol/l	Substrate Conc.	5.5493 mmol/l	Substrate Conc.	7.3990 mmol/l
ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value
0.000	0.000	0.000	0.006	0.000	0.004	0.000	0.005
49.000	0.000	49.000	0.006	49.000	0.004	49.000	0.006
98.000	0.000	98.000	0.007	98.000	0.004	98.000	0.006
147.000	0.000	147.000	0.008	147.000	0.005	147.000	0.006
196.000	0.001	196.000	0.008	196.000	0.005	196.000	0.007
245.000	0.000	245.000	0.009	245.000	0.005	245.000	0.007
294.000	0.001	294.000	0.008	294.000	0.005	294.000	0.007
343.000	0.001	343.000	0.009	343.000	0.006	343.000	0.008
392.000	0.001	392.000	0.009	392.000	0.005	392.000	0.008
441.000	0.001	441.000	0.010	441.000	0.006	441.000	0.007
490.000	0.002	490.000	0.010	490.000	0.007	490.000	0.009
539.000	0.001	539.000	0.011	539.000	0.007	539.000	0.009
588.000	0.002	588.000	0.011	588.000	0.007	588.000	0.008
637.000	0.001	637.000	0.012	637.000	0.007	637.000	0.010
686.000	0.002	686.000	0.012	686.000	0.008	686.000	0.009
735.000	0.002	735.000	0.013	735.000	0.008	735.000	0.010
784.000	0.002	784.000	0.013	784.000	0.008	784.000	0.010
833.000	0.002	833.000	0.013	833.000	0.008	833.000	0.010
882.000	0.002	882.000	0.014	882.000	0.008	882.000	0.010
931.000	0.002	931.000	0.014	931.000	0.009	931.000	0.011
980.000	0.002	980.000	0.015	980.000	0.008	980.000	0.011
1029.000	0.002	1029.000	0.015	1029.000	0.009	1029.000	0.011
1078.000	0.003	1078.000	0.016	1078.000	0.009	1078.000	0.011
1127.000	0.003	1127.000	0.016	1127.000	0.009	1127.000	0.012
1176.000	0.002	1176.000	0.017	1176.000	0.009	1176.000	0.011
1225.000	0.003	1225.000	0.016	1225.000	0.009	1225.000	0.011
1274.000	0.003	1274.000	0.018	1274.000	0.010	1274.000	0.011
1323.000	0.002	1323.000	0.017	1323.000	0.010	1323.000	0.012
1372.000	0.002	1372.000	0.018	1372.000	0.009	1372.000	0.013
1421.000	0.003	1421.000	0.019	1421.000	0.010	1421.000	0.012
1470.000	0.002	1470.000	0.019	1470.000	0.010	1470.000	0.013
1519.000	0.003	1519.000	0.019	1519.000	0.010	1519.000	0.013
1568.000	0.004	1568.000	0.019	1568.000	0.010	1568.000	0.012
1617.000	0.004	1617.000	0.020	1617.000	0.010	1617.000	0.013
1666.000	0.003	1666.000	0.021	1666.000	0.010	1666.000	0.013
1715.000	0.004	1715.000	0.020	1715.000	0.011	1715.000	0.012
1764.000	0.003	1764.000	0.021	1764.000	0.011	1764.000	0.014
1813.000	0.003	1813.000	0.021	1813.000	0.010	1813.000	0.013
1862.000	0.004	1862.000	0.022	1862.000	0.011	1862.000	0.013
1911.000	0.004	1911.000	0.022	1911.000	0.011	1911.000	0.014
1960.000	0.004	1960.000	0.023	1960.000	0.011	1960.000	0.013
2009.000	0.003	2009.000	0.023	2009.000	0.011	2009.000	0.013
2058.000	0.004	2058.000	0.024	2058.000	0.012	2058.000	0.014
2107.000	0.004	2107.000	0.024	2107.000	0.011	2107.000	0.014
2156.000	0.003	2156.000	0.025	2156.000	0.012	2156.000	0.014
2205.000	0.004	2205.000	0.025	2205.000	0.011	2205.000	0.014
2254.000	0.003	2254.000	0.026	2254.000	0.012	2254.000	0.014
2303.000	0.004	2303.000	0.026	2303.000	0.011	2303.000	0.014
2352.000	0.005	2352.000	0.026	2352.000	0.012	2352.000	0.014
2401.000	0.004	2401.000	0.027	2401.000	0.011	2401.000	0.015
2450.000	0.005	2450.000	0.027	2450.000	0.012	2450.000	0.015
2499.000	0.005	2499.000	0.028	2499.000	0.012	2499.000	0.015
2548.000	0.004	2548.000	0.028	2548.000	0.012	2548.000	0.015
2597.000	0.004	2597.000	0.028	2597.000	0.012	2597.000	0.015
2646.000	0.005	2646.000	0.029	2646.000	0.013	2646.000	0.015
2695.000	0.005	2695.000	0.029	2695.000	0.013	2695.000	0.015
