Batch	mads_t032.rre						
Evolution 600	161008						
Sample	Sample001	Sample	Sample002	Sample	sample003	Sample	Sample004
Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A
Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None
Date Collected	4/23/2010	Date Collected	4/23/2010	Date Collected	4/23/2010	Date Collected	4/23/2010
Time Collected	2:02:13PM	Time Collected	2:02:21PM	Time Collected	2:02:28PM	Time Collected	2:02:36PM
							
Substrate Conc.	8.2507 mmol/l	Substrate Conc.	8.2507 mmol/l	Substrate Conc.	8.2507 mmol/l	Substrate Conc.	8.2507 mmol/l
ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value
0.000	0.001	0.000	0.003	0.000	0.003	0.000	0.006
31.000	0.001	31.000	0.004	31.000	0.004	31.000	0.006
62.000	0.002	62.000	0.006	62.000	0.006	62.000	0.007
93.000	0.003	93.000	0.007	93.000	0.007	93.000	0.008
124.000	0.004	124.000	0.009	124.000	0.008	124.000	0.009
155.000	0.005	155.000	0.010	155.000	0.010	155.000	0.011
186.000	0.006	186.000	0.011	186.000	0.011	186.000	0.013
217.000	0.006	217.000	0.013	217.000	0.013	217.000	0.015
248.000	0.007	248.000	0.014	248.000	0.015	248.000	0.016
279.000	0.008	279.000	0.016	279.000	0.016	279.000	0.018
310.000	0.009	310.000	0.017	310.000	0.017	310.000	0.020
341.000	0.010	341.000	0.019	341.000	0.019	341.000	0.022
372.000	0.011	372.000	0.020	372.000	0.020	372.000	0.024
403.000	0.012	403.000	0.022	403.000	0.023	403.000	0.026
434.000	0.013	434.000	0.024	434.000	0.024	434.000	0.028
465.000	0.014	465.000	0.025	465.000	0.025	465.000	0.031
496.000	0.015	496.000	0.027	496.000	0.028	496.000	0.033
527.000	0.016	527.000	0.029	527.000	0.029	527.000	0.035
558.000	0.017	558.000	0.030	558.000	0.031	558.000	0.037
589.000	0.018	589.000	0.032	589.000	0.033	589.000	0.040
620.000	0.019	620.000	0.034	620.000	0.035	620.000	0.042
651.000	0.020	651.000	0.035	651.000	0.037	651.000	0.044
682.000	0.021	682.000	0.037	682.000	0.039	682.000	0.046
713.000	0.023	713.000	0.039	713.000	0.041	713.000	0.049
744.000	0.024	744.000	0.040	744.000	0.042	744.000	0.050
775.000	0.025	775.000	0.042	775.000	0.044	775.000	0.053
806.000	0.026	806.000	0.043	806.000	0.046	806.000	0.054
837.000	0.027	837.000	0.045	837.000	0.048	837.000	0.057
868.000	0.028	868.000	0.047	868.000	0.050	868.000	0.059
899.000	0.029	899.000	0.048	899.000	0.051	899.000	0.061
930.000	0.031	930.000	0.050	930.000	0.053	930.000	0.063
961.000	0.032	961.000	0.052	961.000	0.055	961.000	0.065
992.000	0.033	992.000	0.053	992.000	0.057	992.000	0.068
1023.000	0.034	1023.000	0.055	1023.000	0.059	1023.000	0.070
1054.000	0.035	1054.000	0.057	1054.000	0.060	1054.000	0.072
1085.000	0.037	1085.000	0.058	1085.000	0.062	1085.000	0.074
1116.000	0.037	1116.000	0.059	1116.000	0.064	1116.000	0.076
1147.000	0.039	1147.000	0.061	1147.000	0.066	1147.000	0.078
1178.000	0.040	1178.000	0.063	1178.000	0.068	1178.000	0.081
1209.000	0.041	1209.000	0.065	1209.000	0.069	1209.000	0.083
1240.000	0.042	1240.000	0.066	1240.000	0.072	1240.000	0.085
1271.000	0.043	1271.000	0.068	1271.000	0.073	1271.000	0.087
1302.000	0.045	1302.000	0.069	1302.000	0.076	1302.000	0.089
1333.000	0.046	1333.000	0.071	1333.000	0.077	1333.000	0.091
1364.000	0.047	1364.000	0.073	1364.000	0.079	1364.000	0.094
1395.000	0.048	1395.000	0.075	1395.000	0.081	1395.000	0.096
1426.000	0.049	1426.000	0.076	1426.000	0.083	1426.000	0.098
1457.000	0.051	1457.000	0.078	1457.000	0.084	1457.000	0.100
1488.000	0.052	1488.000	0.080	1488.000	0.087	1488.000	0.103
1519.000	0.054	1519.000	0.081	1519.000	0.089	1519.000	0.104
1550.000	0.054	1550.000	0.083	1550.000	0.090	1550.000	0.107
1581.000	0.056	1581.000	0.084	1581.000	0.092	1581.000	0.109
1612.000	0.057	1612.000	0.086	1612.000	0.094	1612.000	0.111
1643.000	0.058	1643.000	0.088	1643.000	0.096	1643.000	0.113
1674.000	0.060	1674.000	0.090	1674.000	0.097	1674.000	0.115
1705.000	0.061	1705.000	0.091	1705.000	0.100	1705.000	0.117
1736.000	0.062	1736.000	0.093	1736.000	0.102	1736.000	0.120
1767.000	0.064	1767.000	0.094	1767.000	0.104	1767.000	0.122
1798.000	0.064	1798.000	0.096	1798.000	0.106	1798.000	0.124
							
							
							
