Batch	mads_t016.rre						
Evolution 600	161008						
Sample	Sample001	Sample	Sample002	Sample	sample003	Sample	Sample004
Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A
Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None
Date Collected	4/20/2010	Date Collected	4/20/2010	Date Collected	4/20/2010	Date Collected	4/20/2010
Time Collected	2:00:39PM	Time Collected	3:51:08PM	Time Collected	2:00:53PM	Time Collected	2:01:00PM
							
Substrate Conc.	1.8498 mmol/l	Substrate Conc.	3.6966 mmol/l	Substrate Conc.	5.5493 mmol/l	Substrate Conc.	7.3990 mmol/l
ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value
0.000	0.002	0.000	-0.010	0.000	0.010	0.000	0.015
49.000	0.003	49.000	-0.009	49.000	0.010	49.000	0.016
98.000	0.006	98.000	-0.007	98.000	0.012	98.000	0.017
147.000	0.008	147.000	-0.006	147.000	0.012	147.000	0.019
196.000	0.010	196.000	-0.006	196.000	0.013	196.000	0.021
245.000	0.011	245.000	-0.004	245.000	0.016	245.000	0.023
294.000	0.012	294.000	-0.002	294.000	0.017	294.000	0.025
343.000	0.014	343.000	-0.002	343.000	0.018	343.000	0.027
392.000	0.015	392.000	-0.001	392.000	0.019	392.000	0.029
441.000	0.017	441.000	0.000	441.000	0.021	441.000	0.031
490.000	0.019	490.000	0.002	490.000	0.023	490.000	0.034
539.000	0.019	539.000	0.003	539.000	0.025	539.000	0.036
588.000	0.021	588.000	0.005	588.000	0.026	588.000	0.039
637.000	0.022	637.000	0.006	637.000	0.028	637.000	0.041
686.000	0.023	686.000	0.008	686.000	0.031	686.000	0.044
735.000	0.025	735.000	0.010	735.000	0.033	735.000	0.046
784.000	0.028	784.000	0.011	784.000	0.034	784.000	0.049
833.000	0.029	833.000	0.014	833.000	0.036	833.000	0.052
882.000	0.030	882.000	0.014	882.000	0.037	882.000	0.055
931.000	0.031	931.000	0.015	931.000	0.040	931.000	0.056
980.000	0.032	980.000	0.018	980.000	0.041	980.000	0.059
1029.000	0.034	1029.000	0.019	1029.000	0.043	1029.000	0.061
1078.000	0.035	1078.000	0.020	1078.000	0.045	1078.000	0.065
1127.000	0.037	1127.000	0.022	1127.000	0.048	1127.000	0.067
1176.000	0.038	1176.000	0.024	1176.000	0.050	1176.000	0.069
1225.000	0.040	1225.000	0.026	1225.000	0.052	1225.000	0.072
1274.000	0.040	1274.000	0.027	1274.000	0.054	1274.000	0.074
1323.000	0.042	1323.000	0.029	1323.000	0.056	1323.000	0.078
1372.000	0.043	1372.000	0.030	1372.000	0.058	1372.000	0.080
1421.000	0.045	1421.000	0.032	1421.000	0.060	1421.000	0.082
1470.000	0.047	1470.000	0.033	1470.000	0.062	1470.000	0.085
1519.000	0.047	1519.000	0.035	1519.000	0.064	1519.000	0.087
1568.000	0.049	1568.000	0.038	1568.000	0.066	1568.000	0.089
1617.000	0.049	1617.000	0.040	1617.000	0.069	1617.000	0.093
1666.000	0.050	1666.000	0.040	1666.000	0.070	1666.000	0.095
1715.000	0.052	1715.000	0.042	1715.000	0.073	1715.000	0.098
1764.000	0.054	1764.000	0.044	1764.000	0.075	1764.000	0.101
1813.000	0.055	1813.000	0.045	1813.000	0.077	1813.000	0.103
1862.000	0.056	1862.000	0.047	1862.000	0.079	1862.000	0.106
1911.000	0.057	1911.000	0.048	1911.000	0.082	1911.000	0.110
1960.000	0.059	1960.000	0.051	1960.000	0.084	1960.000	0.111
2009.000	0.060	2009.000	0.053	2009.000	0.086	2009.000	0.114
2058.000	0.062	2058.000	0.053	2058.000	0.089	2058.000	0.116
2107.000	0.063	2107.000	0.055	2107.000	0.090	2107.000	0.120
2156.000	0.064	2156.000	0.057	2156.000	0.092	2156.000	0.122
2205.000	0.065	2205.000	0.059	2205.000	0.094	2205.000	0.124
2254.000	0.066	2254.000	0.060	2254.000	0.096	2254.000	0.128
2303.000	0.068	2303.000	0.061	2303.000	0.099	2303.000	0.129
2352.000	0.069	2352.000	0.064	2352.000	0.101	2352.000	0.132
2401.000	0.070	2401.000	0.065	2401.000	0.103	2401.000	0.134
2450.000	0.072	2450.000	0.067	2450.000	0.104	2450.000	0.137
2499.000	0.073	2499.000	0.069	2499.000	0.107	2499.000	0.140
2548.000	0.074	2548.000	0.071	2548.000	0.109	2548.000	0.142
2597.000	0.075	2597.000	0.072	2597.000	0.111	2597.000	0.144
2646.000	0.076	2646.000	0.073	2646.000	0.112	2646.000	0.146
2695.000	0.077	2695.000	0.076	2695.000	0.115	2695.000	0.150
