Complexity,Loss,Equation
1,5.1692812e-5,"0.0090227965"
3,3.8037742e-6,"x0 * 6.5325985e-6"
5,1.2162419e-6,"(x0 * 2.811315e-9) * x0"
6,1.9894554e-7,"(x0 * 1.3893842e-7) * sqrt(x0)"
