Complexity,Loss,Equation
1,1.565671e-5,"0.007970184"
3,7.396093e-7,"x0 * 5.0883273e-6"
5,2.9518387e-7,"0.001313943 - (x0 * -4.4377357e-6)"
7,1.1140384e-7,"sqrt(x0 * sqrt(x0)) * 3.4599027e-5"
8,1.1140376e-7,"sqrt(x0) * (sqrt(sqrt(x0)) * 3.4599267e-5)"
9,1.0825734e-7,"(1.1005269e-5 - (sqrt(sqrt(x0)) * 8.6399797e-7)) * x0"
10,1.05419666e-7,"x0 * (1.651782e-5 - (sqrt(sqrt(sqrt(x0))) * 4.371009e-6))"
