Complexity,Loss,Equation
1,1.565671e-5,"0.007970798"
3,7.396093e-7,"x0 * 5.0883273e-6"
5,2.9518384e-7,"(x0 * 4.4378753e-6) + 0.0013138759"
6,2.9086206e-7,"log((4.437888e-6 * x0) + 1.0013696)"
7,1.4797789e-7,"x0 * ((x0 * -7.533955e-10) + 6.80026e-6)"
