Batch	mads_t014.rre						
Evolution 600	161008						
Sample	Sample001	Sample	Sample002	Sample	sample003	Sample	Sample004
Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A
Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None
Date Collected	4/18/2010	Date Collected	4/18/2010	Date Collected	4/18/2010	Date Collected	4/18/2010
Time Collected	12:26:11AM	Time Collected	12:26:18AM	Time Collected	12:26:25AM	Time Collected	12:26:32AM
							
Substrate Conc.	1.8498 mmol/l	Substrate Conc.	3.6966 mmol/l	Substrate Conc.	5.5493 mmol/l	Substrate Conc.	7.3990 mmol/l
ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value
0.000	0.000	0.000	0.003	0.000	-0.002	0.000	0.000
49.000	0.000	49.000	0.003	49.000	-0.002	49.000	0.001
98.000	0.000	98.000	0.003	98.000	-0.002	98.000	0.001
147.000	0.000	147.000	0.003	147.000	-0.001	147.000	0.001
196.000	0.000	196.000	0.003	196.000	-0.001	196.000	0.002
245.000	0.001	245.000	0.003	245.000	-0.001	245.000	0.003
294.000	0.002	294.000	0.004	294.000	-0.001	294.000	0.002
343.000	0.001	343.000	0.004	343.000	0.000	343.000	0.003
392.000	0.000	392.000	0.004	392.000	0.000	392.000	0.002
441.000	0.001	441.000	0.004	441.000	0.001	441.000	0.004
490.000	0.001	490.000	0.005	490.000	0.000	490.000	0.004
539.000	0.001	539.000	0.005	539.000	0.001	539.000	0.005
588.000	0.001	588.000	0.006	588.000	0.002	588.000	0.005
637.000	0.001	637.000	0.006	637.000	0.002	637.000	0.005
686.000	0.002	686.000	0.006	686.000	0.003	686.000	0.006
735.000	0.002	735.000	0.006	735.000	0.002	735.000	0.006
784.000	0.002	784.000	0.007	784.000	0.003	784.000	0.006
833.000	0.001	833.000	0.007	833.000	0.003	833.000	0.007
882.000	0.002	882.000	0.007	882.000	0.004	882.000	0.008
931.000	0.002	931.000	0.008	931.000	0.003	931.000	0.008
980.000	0.002	980.000	0.009	980.000	0.005	980.000	0.009
1029.000	0.001	1029.000	0.009	1029.000	0.004	1029.000	0.009
1078.000	0.002	1078.000	0.009	1078.000	0.005	1078.000	0.009
1127.000	0.003	1127.000	0.009	1127.000	0.005	1127.000	0.010
1176.000	0.003	1176.000	0.009	1176.000	0.006	1176.000	0.011
1225.000	0.003	1225.000	0.010	1225.000	0.006	1225.000	0.010
1274.000	0.002	1274.000	0.010	1274.000	0.006	1274.000	0.011
1323.000	0.003	1323.000	0.010	1323.000	0.007	1323.000	0.012
1372.000	0.003	1372.000	0.011	1372.000	0.007	1372.000	0.012
1421.000	0.003	1421.000	0.011	1421.000	0.007	1421.000	0.013
1470.000	0.003	1470.000	0.011	1470.000	0.008	1470.000	0.013
1519.000	0.003	1519.000	0.012	1519.000	0.008	1519.000	0.013
1568.000	0.003	1568.000	0.012	1568.000	0.008	1568.000	0.013
1617.000	0.004	1617.000	0.012	1617.000	0.009	1617.000	0.014
1666.000	0.004	1666.000	0.013	1666.000	0.009	1666.000	0.015
1715.000	0.004	1715.000	0.013	1715.000	0.009	1715.000	0.015
1764.000	0.004	1764.000	0.014	1764.000	0.010	1764.000	0.016
1813.000	0.005	1813.000	0.013	1813.000	0.011	1813.000	0.016
1862.000	0.004	1862.000	0.014	1862.000	0.011	1862.000	0.017
1911.000	0.005	1911.000	0.014	1911.000	0.012	1911.000	0.017
1960.000	0.004	1960.000	0.014	1960.000	0.011	1960.000	0.017
2009.000	0.005	2009.000	0.015	2009.000	0.012	2009.000	0.018
2058.000	0.005	2058.000	0.016	2058.000	0.012	2058.000	0.020
2107.000	0.004	2107.000	0.016	2107.000	0.013	2107.000	0.019
2156.000	0.005	2156.000	0.016	2156.000	0.013	2156.000	0.020
2205.000	0.005	2205.000	0.016	2205.000	0.014	2205.000	0.020
2254.000	0.005	2254.000	0.017	2254.000	0.014	2254.000	0.020
2303.000	0.006	2303.000	0.017	2303.000	0.013	2303.000	0.021
2352.000	0.006	2352.000	0.018	2352.000	0.014	2352.000	0.021
2401.000	0.005	2401.000	0.018	2401.000	0.014	2401.000	0.022
2450.000	0.006	2450.000	0.018	2450.000	0.015	2450.000	0.023
2499.000	0.006	2499.000	0.019	2499.000	0.016	2499.000	0.023
2548.000	0.006	2548.000	0.019	2548.000	0.016	2548.000	0.023
2597.000	0.006	2597.000	0.019	2597.000	0.016	2597.000	0.024
2646.000	0.006	2646.000	0.020	2646.000	0.017	2646.000	0.025
2695.000	0.006	2695.000	0.020	2695.000	0.017	2695.000	0.025
