Batch	mads_t015.rre						
Evolution 600	161008						
Sample	Sample001	Sample	Sample002	Sample	sample003	Sample	Sample004
Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A
Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None
Date Collected	4/19/2010	Date Collected	4/19/2010	Date Collected	4/19/2010	Date Collected	4/19/2010
Time Collected	10:20:12AM	Time Collected	12:05:48PM	Time Collected	10:20:26AM	Time Collected	10:20:33AM
							
Substrate Conc.	1.8498 mmol/l	Substrate Conc.	3.6966 mmol/l	Substrate Conc.	5.5493 mmol/l	Substrate Conc.	7.3990 mmol/l
ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value
0.000	0.000	0.000	0.015	0.000	0.039	0.000	0.051
49.000	0.001	49.000	0.017	49.000	0.040	49.000	0.054
98.000	0.002	98.000	0.017	98.000	0.041	98.000	0.055
147.000	0.002	147.000	0.019	147.000	0.042	147.000	0.057
196.000	0.004	196.000	0.019	196.000	0.043	196.000	0.060
245.000	0.004	245.000	0.021	245.000	0.045	245.000	0.063
294.000	0.005	294.000	0.021	294.000	0.046	294.000	0.064
343.000	0.006	343.000	0.022	343.000	0.046	343.000	0.066
392.000	0.006	392.000	0.024	392.000	0.048	392.000	0.068
441.000	0.008	441.000	0.024	441.000	0.048	441.000	0.070
490.000	0.008	490.000	0.026	490.000	0.051	490.000	0.073
539.000	0.009	539.000	0.028	539.000	0.052	539.000	0.074
588.000	0.010	588.000	0.028	588.000	0.054	588.000	0.077
637.000	0.011	637.000	0.030	637.000	0.055	637.000	0.078
686.000	0.012	686.000	0.030	686.000	0.056	686.000	0.080
735.000	0.014	735.000	0.032	735.000	0.057	735.000	0.081
784.000	0.015	784.000	0.033	784.000	0.059	784.000	0.084
833.000	0.017	833.000	0.034	833.000	0.060	833.000	0.087
882.000	0.018	882.000	0.035	882.000	0.061	882.000	0.089
931.000	0.019	931.000	0.036	931.000	0.064	931.000	0.091
980.000	0.020	980.000	0.038	980.000	0.064	980.000	0.093
1029.000	0.022	1029.000	0.039	1029.000	0.066	1029.000	0.094
1078.000	0.022	1078.000	0.040	1078.000	0.067	1078.000	0.096
1127.000	0.023	1127.000	0.041	1127.000	0.068	1127.000	0.098
1176.000	0.024	1176.000	0.042	1176.000	0.070	1176.000	0.100
1225.000	0.025	1225.000	0.043	1225.000	0.072	1225.000	0.102
1274.000	0.026	1274.000	0.045	1274.000	0.073	1274.000	0.104
1323.000	0.026	1323.000	0.046	1323.000	0.073	1323.000	0.106
1372.000	0.028	1372.000	0.046	1372.000	0.074	1372.000	0.108
1421.000	0.028	1421.000	0.047	1421.000	0.076	1421.000	0.110
1470.000	0.030	1470.000	0.049	1470.000	0.077	1470.000	0.112
1519.000	0.032	1519.000	0.050	1519.000	0.079	1519.000	0.114
1568.000	0.032	1568.000	0.051	1568.000	0.079	1568.000	0.116
1617.000	0.033	1617.000	0.052	1617.000	0.081	1617.000	0.118
1666.000	0.035	1666.000	0.053	1666.000	0.083	1666.000	0.120
1715.000	0.035	1715.000	0.054	1715.000	0.085	1715.000	0.122
1764.000	0.036	1764.000	0.055	1764.000	0.086	1764.000	0.125
1813.000	0.038	1813.000	0.057	1813.000	0.087	1813.000	0.127
1862.000	0.038	1862.000	0.058	1862.000	0.088	1862.000	0.129
1911.000	0.040	1911.000	0.059	1911.000	0.090	1911.000	0.131
1960.000	0.040	1960.000	0.059	1960.000	0.091	1960.000	0.133
2009.000	0.041	2009.000	0.060	2009.000	0.093	2009.000	0.135
2058.000	0.043	2058.000	0.062	2058.000	0.094	2058.000	0.136
2107.000	0.044	2107.000	0.063	2107.000	0.095	2107.000	0.139
2156.000	0.045	2156.000	0.065	2156.000	0.097	2156.000	0.141
2205.000	0.046	2205.000	0.066	2205.000	0.098	2205.000	0.143
2254.000	0.047	2254.000	0.066	2254.000	0.101	2254.000	0.145
2303.000	0.048	2303.000	0.068	2303.000	0.103	2303.000	0.146
2352.000	0.049	2352.000	0.069	2352.000	0.103	2352.000	0.149
2401.000	0.049	2401.000	0.070	2401.000	0.104	2401.000	0.151
2450.000	0.051	2450.000	0.071	2450.000	0.106	2450.000	0.153
2499.000	0.052	2499.000	0.072	2499.000	0.107	2499.000	0.155
2548.000	0.054	2548.000	0.072	2548.000	0.110	2548.000	0.156
2597.000	0.053	2597.000	0.075	2597.000	0.110	2597.000	0.159
2646.000	0.055	2646.000	0.076	2646.000	0.112	2646.000	0.161
2695.000	0.057	2695.000	0.076	2695.000	0.113	2695.000	0.163
