Complexity,Loss,Equation
1,1.565671e-5,"0.007971259"
3,7.396093e-7,"x0 * 5.0883273e-6"
5,2.9518384e-7,"0.0013141341 - (x0 * -4.4376893e-6)"
7,1.1140384e-7,"3.4599347e-5 * sqrt(x0 * sqrt(x0))"
8,1.1140376e-7,"(sqrt(sqrt(x0)) * 3.4599267e-5) * sqrt(x0)"
9,1.0765949e-7,"sqrt((x0 + -28.954966) * sqrt(x0)) * 3.4878583e-5"
