Complexity,Loss,Equation
1,0.00040632082,"0.041314762"
3,1.2978821e-5,"x0 * 2.7546846e-6"
5,2.1654416e-6,"(x0 * 2.4119965e-6) + 0.0065817833"
7,1.59929e-6,"sqrt(x0 * sqrt(x0)) * 3.285674e-5"
8,8.740005e-7,"(sqrt(x0) * 0.00014496825) + (x0 * 1.7301683e-6)"
9,8.7400025e-7,"sqrt(x0) * ((sqrt(x0) * 1.7302393e-6) + 0.00014495905)"
10,8.7181394e-7,"(sqrt(x0) * 0.00013950212) + ((x0 * 1.754338e-6) + 0.00027818806)"
11,8.718138e-7,"(((sqrt(x0) * 1.7543305e-6) + 0.00013950212) * sqrt(x0)) + 0.00027818806"
12,8.7181377e-7,"((x0 * 1.754327e-6) + 0.00027818806) + ((sqrt(x0) + -0.00026634085) * 0.00013950212)"
