Complexity,Loss,Equation
1,1.786669e-5,"0.013918361"
3,1.4229166e-6,"x0 * 4.5069482e-6"
5,2.0919423e-7,"(x0 * 3.6214165e-6) + 0.0030540584"
6,1.972667e-7,"(sqrt(x0) * 0.0003798959) + -0.0064605204"
7,1.8129579e-7,"(x0 * -0.99999636) + (x0 - -0.00306609)"
8,1.5765352e-7,"((log(x0) * -1.1826978e-6) + 1.4208183e-5) * x0"
14,1.576224e-7,"(x0 * -4.535751e-6) + (sqrt(x0 * sqrt(x0 * sqrt(x0))) * 2.5179777e-5)"
