Complexity,Loss,Equation
1,1.3922591e-5,"0.006296593"
3,1.7875966e-6,"x0 * 4.3253127e-7"
5,1.7692483e-6,"(x0 * 4.1841224e-7) + 0.0002714933"
7,1.0239685e-6,"(x0 * (x0 * 1.4490195e-11)) - -0.0022857424"
