Batch	mads_t020.rre						
Evolution 600	161008						
Sample	Sample001	Sample	Sample002	Sample	sample003	Sample	Sample004
Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A
Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None
Date Collected	4/20/2010	Date Collected	4/20/2010	Date Collected	4/20/2010	Date Collected	4/20/2010
Time Collected	5:22:03PM	Time Collected	5:22:10PM	Time Collected	5:22:17PM	Time Collected	5:22:25PM
							
Substrate Conc.	1.8498 mmol/l	Substrate Conc.	3.6966 mmol/l	Substrate Conc.	5.5493 mmol/l	Substrate Conc.	7.3990 mmol/l
ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value
0.000	0.000	0.000	-0.011	0.000	-0.006	0.000	0.003
49.000	0.001	49.000	-0.009	49.000	-0.005	49.000	0.005
98.000	0.002	98.000	-0.009	98.000	-0.004	98.000	0.005
147.000	0.002	147.000	-0.007	147.000	-0.003	147.000	0.006
196.000	0.003	196.000	-0.007	196.000	-0.002	196.000	0.007
245.000	0.004	245.000	-0.005	245.000	-0.002	245.000	0.009
294.000	0.004	294.000	-0.005	294.000	-0.001	294.000	0.010
343.000	0.005	343.000	-0.004	343.000	0.001	343.000	0.011
392.000	0.005	392.000	-0.003	392.000	0.001	392.000	0.011
441.000	0.006	441.000	-0.001	441.000	0.003	441.000	0.014
490.000	0.007	490.000	-0.001	490.000	0.003	490.000	0.015
539.000	0.008	539.000	0.000	539.000	0.005	539.000	0.017
588.000	0.008	588.000	0.001	588.000	0.006	588.000	0.018
637.000	0.009	637.000	0.002	637.000	0.006	637.000	0.019
686.000	0.009	686.000	0.003	686.000	0.008	686.000	0.021
735.000	0.011	735.000	0.004	735.000	0.009	735.000	0.022
784.000	0.011	784.000	0.005	784.000	0.010	784.000	0.023
833.000	0.012	833.000	0.006	833.000	0.011	833.000	0.025
882.000	0.013	882.000	0.007	882.000	0.012	882.000	0.026
931.000	0.013	931.000	0.009	931.000	0.013	931.000	0.028
980.000	0.014	980.000	0.009	980.000	0.014	980.000	0.029
1029.000	0.015	1029.000	0.010	1029.000	0.016	1029.000	0.030
1078.000	0.015	1078.000	0.012	1078.000	0.016	1078.000	0.031
1127.000	0.016	1127.000	0.012	1127.000	0.017	1127.000	0.033
1176.000	0.017	1176.000	0.014	1176.000	0.019	1176.000	0.034
1225.000	0.019	1225.000	0.015	1225.000	0.020	1225.000	0.035
1274.000	0.019	1274.000	0.016	1274.000	0.021	1274.000	0.037
1323.000	0.020	1323.000	0.016	1323.000	0.022	1323.000	0.038
1372.000	0.021	1372.000	0.017	1372.000	0.023	1372.000	0.040
1421.000	0.021	1421.000	0.018	1421.000	0.025	1421.000	0.042
1470.000	0.022	1470.000	0.020	1470.000	0.026	1470.000	0.044
1519.000	0.023	1519.000	0.019	1519.000	0.027	1519.000	0.045
1568.000	0.024	1568.000	0.021	1568.000	0.028	1568.000	0.046
1617.000	0.024	1617.000	0.023	1617.000	0.030	1617.000	0.048
1666.000	0.025	1666.000	0.024	1666.000	0.031	1666.000	0.049
1715.000	0.025	1715.000	0.024	1715.000	0.032	1715.000	0.051
1764.000	0.027	1764.000	0.026	1764.000	0.033	1764.000	0.052
1813.000	0.028	1813.000	0.026	1813.000	0.034	1813.000	0.053
1862.000	0.029	1862.000	0.029	1862.000	0.036	1862.000	0.054
1911.000	0.030	1911.000	0.030	1911.000	0.037	1911.000	0.056
1960.000	0.030	1960.000	0.030	1960.000	0.038	1960.000	0.057
2009.000	0.031	2009.000	0.031	2009.000	0.039	2009.000	0.058
2058.000	0.031	2058.000	0.032	2058.000	0.040	2058.000	0.060
2107.000	0.032	2107.000	0.034	2107.000	0.041	2107.000	0.061
2156.000	0.033	2156.000	0.035	2156.000	0.042	2156.000	0.063
2205.000	0.033	2205.000	0.036	2205.000	0.043	2205.000	0.064
2254.000	0.034	2254.000	0.037	2254.000	0.045	2254.000	0.066
2303.000	0.035	2303.000	0.038	2303.000	0.045	2303.000	0.067
2352.000	0.036	2352.000	0.039	2352.000	0.046	2352.000	0.068
2401.000	0.037	2401.000	0.039	2401.000	0.048	2401.000	0.069
2450.000	0.037	2450.000	0.041	2450.000	0.049	2450.000	0.071
2499.000	0.038	2499.000	0.042	2499.000	0.050	2499.000	0.072
2548.000	0.039	2548.000	0.042	2548.000	0.051	2548.000	0.074
2597.000	0.040	2597.000	0.044	2597.000	0.053	2597.000	0.075
2646.000	0.041	2646.000	0.045	2646.000	0.054	2646.000	0.077
