Batch	mads_t005.rre						
Evolution 600	161008						
Sample	Sample001	Sample	Sample002	Sample	Sample003	Sample	Sample004
Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A
Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None
Date Collected	4/11/2010	Date Collected	4/11/2010	Date Collected	4/11/2010	Date Collected	4/11/2010
Time Collected	1:19:27PM	Time Collected	1:19:34PM	Time Collected	1:19:41PM	Time Collected	1:19:48PM
ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value
0.000	0.000	0.000	0.017	0.000	0.027	0.000	0.018
49.000	0.002	49.000	0.017	49.000	0.027	49.000	0.018
98.000	0.001	98.000	0.017	98.000	0.026	98.000	0.018
147.000	0.001	147.000	0.016	147.000	0.027	147.000	0.019
196.000	0.001	196.000	0.017	196.000	0.026	196.000	0.018
245.000	0.002	245.000	0.016	245.000	0.026	245.000	0.019
294.000	0.001	294.000	0.016	294.000	0.026	294.000	0.019
343.000	0.001	343.000	0.016	343.000	0.026	343.000	0.019
392.000	0.001	392.000	0.016	392.000	0.026	392.000	0.019
441.000	0.001	441.000	0.015	441.000	0.026	441.000	0.019
490.000	0.000	490.000	0.015	490.000	0.026	490.000	0.019
539.000	0.000	539.000	0.015	539.000	0.025	539.000	0.020
588.000	0.001	588.000	0.015	588.000	0.026	588.000	0.019
637.000	0.001	637.000	0.015	637.000	0.025	637.000	0.019
686.000	0.000	686.000	0.015	686.000	0.025	686.000	0.019
735.000	0.000	735.000	0.015	735.000	0.026	735.000	0.020
784.000	0.001	784.000	0.015	784.000	0.025	784.000	0.020
833.000	0.000	833.000	0.015	833.000	0.025	833.000	0.020
882.000	0.000	882.000	0.014	882.000	0.025	882.000	0.020
931.000	0.000	931.000	0.014	931.000	0.025	931.000	0.020
980.000	0.000	980.000	0.014	980.000	0.025	980.000	0.021
1029.000	0.000	1029.000	0.014	1029.000	0.025	1029.000	0.021
1078.000	0.001	1078.000	0.014	1078.000	0.025	1078.000	0.021
1127.000	0.000	1127.000	0.014	1127.000	0.025	1127.000	0.021
1176.000	-0.001	1176.000	0.014	1176.000	0.025	1176.000	0.021
1225.000	0.000	1225.000	0.013	1225.000	0.024	1225.000	0.021
1274.000	0.000	1274.000	0.013	1274.000	0.024	1274.000	0.021
1323.000	-0.001	1323.000	0.013	1323.000	0.024	1323.000	0.022
1372.000	0.000	1372.000	0.013	1372.000	0.024	1372.000	0.021
1421.000	-0.001	1421.000	0.013	1421.000	0.024	1421.000	0.022
1470.000	0.000	1470.000	0.013	1470.000	0.024	1470.000	0.021
1519.000	0.000	1519.000	0.013	1519.000	0.024	1519.000	0.022
1568.000	0.000	1568.000	0.013	1568.000	0.024	1568.000	0.022
1617.000	-0.001	1617.000	0.013	1617.000	0.024	1617.000	0.022
1666.000	0.000	1666.000	0.013	1666.000	0.024	1666.000	0.023
1715.000	0.000	1715.000	0.013	1715.000	0.024	1715.000	0.022
1764.000	-0.001	1764.000	0.013	1764.000	0.025	1764.000	0.023
1813.000	0.000	1813.000	0.012	1813.000	0.024	1813.000	0.023
1862.000	0.000	1862.000	0.013	1862.000	0.025	1862.000	0.023
1911.000	0.000	1911.000	0.012	1911.000	0.024	1911.000	0.023
1960.000	0.000	1960.000	0.013	1960.000	0.025	1960.000	0.023
2009.000	0.000	2009.000	0.012	2009.000	0.024	2009.000	0.023
2058.000	0.000	2058.000	0.013	2058.000	0.024	2058.000	0.022
2107.000	0.000	2107.000	0.012	2107.000	0.024	2107.000	0.023
2156.000	0.001	2156.000	0.013	2156.000	0.025	2156.000	0.023
2205.000	0.000	2205.000	0.012	2205.000	0.024	2205.000	0.023
2254.000	0.001	2254.000	0.012	2254.000	0.025	2254.000	0.024
2303.000	0.001	2303.000	0.012	2303.000	0.024	2303.000	0.024
2352.000	0.001	2352.000	0.012	2352.000	0.025	2352.000	0.024
2401.000	0.000	2401.000	0.012	2401.000	0.025	2401.000	0.024
2450.000	0.000	2450.000	0.013	2450.000	0.025	2450.000	0.024
2499.000	0.001	2499.000	0.012	2499.000	0.025	2499.000	0.024
2548.000	0.000	2548.000	0.012	2548.000	0.025	2548.000	0.024
2597.000	0.000	2597.000	0.012	2597.000	0.025	2597.000	0.025
2646.000	0.000	2646.000	0.012	2646.000	0.025	2646.000	0.024
2695.000	0.001	2695.000	0.012	2695.000	0.026	2695.000	0.025
2744.000	0.001	2744.000	0.012	2744.000	0.025	2744.000	0.025
2793.000	0.001	2793.000	0.012	2793.000	0.025	2793.000	0.025
