Complexity,Loss,Equation
1,0.00040632085,"0.04131452"
3,1.2978821e-5,"x0 * 2.7546846e-6"
5,2.1654662e-6,"(x0 * 2.413006e-6) + 0.0065658092"
7,2.1654491e-6,"((x0 * 2.413006e-6) + 0.9879501) - 0.9813843"
8,8.740005e-7,"(sqrt(x0) * 0.00014496777) + (x0 * 1.7301802e-6)"
10,8.7181405e-7,"((x0 * 1.7534463e-6) - (sqrt(x0) * -0.00013968418)) + 0.00027043902"
