Complexity,Loss,Equation
1,5.1692812e-5,"0.0090227965"
3,3.803774e-6,"x0 * 6.532508e-6"
5,1.2162417e-6,"(x0 * x0) * 2.8113387e-9"
6,1.9894554e-7,"(x0 * 1.3893842e-7) * sqrt(x0)"
8,1.1952507e-7,"sqrt(x0) * ((x0 * 1.4854658e-7) - 2.1836142e-5)"
9,1.1942193e-7,"x0 * ((sqrt(sqrt(x0)) * 2.0873113e-6) - 7.762255e-6)"
10,1.1934587e-7,"(((x0 * 1.4911984e-7) - 2.4441857e-5) * sqrt(x0)) - -5.9740385e-5"
